critic,fresh,imdb,publication,quote,review_date,rtid,title
Todd McCarthy,fresh,0112641,Variety,"Martin Scorsese's intimate epic about money, sex and brute force is a grandly conceived study of what happens to goodfellas from the mean streets when they outstrip their wildest dreams and achieve the pinnacle of wealth and power.",2008-05-16,13456,Casino
David Ansen,rotten,0112641,Newsweek,"It's not the actors' fault that no one is able to break through the film's gorgeous but chilly surface. You watch Casino with respect and appreciation, reveling in its documentary sense of detail.",2008-03-31,13456,Casino
Hal Hinson,rotten,0112641,Washington Post,"Scorsese may be flailing here, but Scorsese flailing is more formidable than most directors at the top of their form.",2006-08-09,13456,Casino
Geoff Andrew,rotten,0112641,Time Out,"The result, sadly, is that contradiction in terms, a dull Scorsese movie.",2006-02-09,13456,Casino
Janet Maslin,fresh,0112641,New York Times,"Of all the bravura visual effects in Martin Scorsese's dazzlingly stylish Casino, it's a glimpse of ordinary people that delivers the greatest jolt.",2003-05-20,13456,Casino
Mick LaSalle,rotten,0112641,San Francisco Chronicle,"It's an ambitious film, but also a scattered, unfocused one.",2002-06-18,13456,Casino
Rick Groen,fresh,0112641,Globe and Mail,"Visually impressive, splendidly performed, thematically significant, this is a movie in full possession of every key cinematic asset except one -- a solid script.",2002-04-12,13456,Casino
Peter Travers,fresh,0112641,Rolling Stone,[A] Vegas masterpiece.,2001-05-12,13456,Casino
Kenneth Turan,fresh,0112641,Los Angeles Times,"Martin Scorsese is a master filmmaker, so skilled in the manipulation of imagery he might be the most proficient of active American directors.",2001-02-13,13456,Casino
Desson Thomson,rotten,0112641,Washington Post,"After coming out gangbusters in its first and finest hour, the 180-minute movie loses all its chips in the remaining two.",2000-01-01,13456,Casino
Susan Stark,fresh,0112641,Detroit News,,2000-01-01,13456,Casino
Roger Ebert,fresh,0112641,Chicago Sun-Times,Martin Scorsese's fascinating new film Casino knows a lot about the Mafia's relationship with Las Vegas.,2000-01-01,13456,Casino
James Berardinelli,fresh,0112641,ReelViews,"In every way -- from the fantastic sets, rich dialogue, and unapologetic violence to the well-portrayed characters and themes of loyalty and betrayal -- Casino is pure Scorsese.",2000-01-01,13456,Casino
Mike Clark,fresh,0112641,USA Today,"Whether you find it exhilarating, expendable or exhausting -- and you will find it exhausting -- Martin Scorsese's Casino is the spectacular last word on urban sprawl.",2000-01-01,13456,Casino
Owen Gleiberman,fresh,0114388,Entertainment Weekly,,2011-09-07,10042,Sense and Sensibility
,fresh,0114388,Entertainment Weekly,,2010-12-27,10042,Sense and Sensibility
Todd McCarthy,fresh,0114388,Variety,Thompson's script manages the neat trick of preserving the necessary niceties and decorum of civilized behavior of the time while still cutting to the dramatic quick.,2009-01-30,10042,Sense and Sensibility
Jonathan Rosenbaum,fresh,0114388,Chicago Reader,I can't say I remembered this 1995 feature too clearly a couple of days later; but I certainly had a good time as I watched it.,2007-02-09,10042,Sense and Sensibility
Geoff Andrew,fresh,0114388,Time Out,Thompson and Winslet give fine performances ably supported by the rest of the ensemble.,2006-06-24,10042,Sense and Sensibility
Janet Maslin,fresh,0114388,New York Times,We need no further proof that this material is ageless.,2003-05-21,10042,Sense and Sensibility
Kenneth Turan,fresh,0114388,Los Angeles Times,"The sensibility may be a bit off, but there is more than enough sense involved in this mid-Atlantic Austen to make up the difference.",2001-02-13,10042,Sense and Sensibility
Louis B. Parks,fresh,0114388,Houston Chronicle,The film is packed with pleasing performances by stage-trained actors.,2000-01-01,10042,Sense and Sensibility
James Berardinelli,fresh,0114388,ReelViews,Told with deft skill and a pleasantly humorous romantic touch.,2000-01-01,10042,Sense and Sensibility
Susan Stark,fresh,0114388,Detroit News,It's bliss.,2000-01-01,10042,Sense and Sensibility
John Hartl,fresh,0114388,Film.com,"A triumph for Taiwan's most famous director, Ang Lee.",2000-01-01,10042,Sense and Sensibility
Sean Means,fresh,0114388,Film.com,Thompson's script hits its peak by keeping Austen's voice yet finding the satirical smirk behind it.,2000-01-01,10042,Sense and Sensibility
Bruce Reid,fresh,0114388,Film.com,"Sense and Sensibility is funny, expansive, and a delight to spend company with.",2000-01-01,10042,Sense and Sensibility
Mike Clark,fresh,0114388,USA Today,"The movie is good fun, boasting a dozen vivid characters and two that moviegoers will take to heart.",2000-01-01,10042,Sense and Sensibility
Roger Ebert,rotten,0114388,Chicago Sun-Times,"Sense and Sensibility is an enjoyable film, and yet it left me somehow unsatisfied.",2000-01-01,10042,Sense and Sensibility
Rita Kempley,none,0114388,Washington Post,Demonstrates how little humankind has evolved in matters of the heart.,2000-01-01,10042,Sense and Sensibility
Mick LaSalle,fresh,0114388,San Francisco Chronicle,"An exuberant, well- crafted film that gets the audience involved on a gut level.",2000-01-01,10042,Sense and Sensibility
Owen Gleiberman,rotten,0113101,Entertainment Weekly,,2011-09-07,13075,Four Rooms
Jonathan Rosenbaum,rotten,0113101,Chicago Reader,"The results are mainly awful, and even Roth got saddled with a mannered part that he can't comfortably play.",2007-03-13,13075,Four Rooms
Emanuel Levy,rotten,0113101,Variety,"Four of the hottest indie directors--Anders, Rockwell, Tarantino, and Rodrigues--miss a unique opportunity to display their idiosyncratic talents resulting in a tedious anthology in which 2 segments are inept, one barely decent, and one OK (guess whose)",2006-12-28,13075,Four Rooms
,rotten,0113101,Time Out,They should have called this One Room and released it as a Rodriguez short.,2006-01-26,13075,Four Rooms
Janet Maslin,rotten,0113101,New York Times,"The less said about this career-denting fiasco, the better.",2003-05-20,13075,Four Rooms
Jack Mathews,rotten,0113101,Los Angeles Times,Sounds better than it is.,2001-02-13,13075,Four Rooms
Mike Clark,rotten,0113101,USA Today,"Four Rooms has been cut substantially since a disastrous September reception at the Toronto Film Festival, though it's hard to imagine it running any longer.",2000-01-01,13075,Four Rooms
Roger Ebert,rotten,0113101,Chicago Sun-Times,"The four segments are widely different in quality. On the useful scale of the Michelin guides, one is worth a trip, another is worth a detour, and the other two are a colossal waste of bandwidth.",2000-01-01,13075,Four Rooms
Hal Hinson,rotten,0113101,Washington Post,Four Rooms asserts itself as a goof so laboriously and aggressively that you almost feel pinned back in your seat.,2000-01-01,13075,Four Rooms
Edward Guthmann,rotten,0113101,San Francisco Chronicle,"The result is a batch of shrill, self-indulgent sketches that turn so wretched in spots you start to wonder if the filmmakers wanted them to be bad.",2000-01-01,13075,Four Rooms
Desson Thomson,rotten,0113101,Washington Post,The segments are uniformly weak.,2000-01-01,13075,Four Rooms
James Berardinelli,rotten,0113101,ReelViews,Four Rooms has to be one of 1995's major disappointments.,2000-01-01,13075,Four Rooms
,rotten,0113101,Entertainment Weekly,,1996-12-26,13075,Four Rooms
Leonard Klady,none,0112281,Variety,,2008-12-03,10604,Ace Ventura - When Nature Calls
Geoff Andrew,none,0112281,Time Out,,2007-08-16,10604,Ace Ventura - When Nature Calls
Janet Maslin,none,0112281,New York Times,,2003-05-20,10604,Ace Ventura - When Nature Calls
,none,0112281,Globe and Mail,,2002-04-12,10604,Ace Ventura - When Nature Calls
Kenneth Turan,none,0112281,Los Angeles Times,,2001-02-13,10604,Ace Ventura - When Nature Calls
Peter Stack,none,0112281,San Francisco Chronicle,,2000-01-01,10604,Ace Ventura - When Nature Calls
James Berardinelli,rotten,0112281,ReelViews,,2000-01-01,10604,Ace Ventura - When Nature Calls
,none,0112281,Washington Post,,2000-01-01,10604,Ace Ventura - When Nature Calls
Susan Wloszczyna,rotten,0112281,USA Today,"There's so little to watch besides Carrey, in fact, it makes you actually miss (gasp!) Sean Young from Ace 1.",2000-01-01,10604,Ace Ventura - When Nature Calls
,fresh,0112281,Entertainment Weekly,,1995-11-10,10604,Ace Ventura - When Nature Calls
Brian Lowry,rotten,0113845,Variety,Bounces along with a lame script and inconsistent pace.,2009-03-26,14560,Money Train
Nigel Floyd,rotten,0113845,Time Out,Hardly worth the four-year wait.,2006-06-24,14560,Money Train
Stephen Holden,fresh,0113845,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",2003-05-20,14560,Money Train
Mick LaSalle,fresh,0113845,San Francisco Chronicle,,2002-06-18,14560,Money Train
Kenneth Turan,fresh,0113845,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2001-02-13,14560,Money Train
Hal Hinson,rotten,0113845,Washington Post,"Even if they only charged a token, it would be too much.",2000-01-01,14560,Money Train
Mike Clark,rotten,0113845,USA Today,"It's stupid, but also breezier than the year's other 12-score releases not worth a second look.",2000-01-01,14560,Money Train
Susan Stark,rotten,0113845,Detroit News,,2000-01-01,14560,Money Train
James Berardinelli,rotten,0113845,ReelViews,,2000-01-01,14560,Money Train
Ken Tucker,rotten,0113845,Entertainment Weekly,"A big, noisy headache of a movie...",1995-11-22,14560,Money Train
Owen Gleiberman,fresh,0113161,Entertainment Weekly,,2011-09-07,13680,Get Shorty
David Ansen,fresh,0113161,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",2008-05-07,13680,Get Shorty
Variety Staff,fresh,0113161,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,2008-05-07,13680,Get Shorty
Jonathan Rosenbaum,fresh,0113161,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,2008-05-07,13680,Get Shorty
,fresh,0113161,Time Out,Everything clicks.,2006-06-24,13680,Get Shorty
Janet Maslin,fresh,0113161,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",2003-05-20,13680,Get Shorty
Edward Guthmann,fresh,0113161,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",2002-06-18,13680,Get Shorty
Peter Travers,fresh,0113161,Rolling Stone,The result is one of the best movies of the year and by far the most entertaining.,2001-05-12,13680,Get Shorty
Kenneth Turan,fresh,0113161,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2001-02-13,13680,Get Shorty
Hal Hinson,fresh,0113161,Washington Post,Irresistibly charming.,2000-01-01,13680,Get Shorty
,fresh,0113161,USA Today,"Minor, but amusingly droll.",2000-01-01,13680,Get Shorty
Roger Ebert,fresh,0113161,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",2000-01-01,13680,Get Shorty
Desson Thomson,fresh,0113161,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",2000-01-01,13680,Get Shorty
James Berardinelli,fresh,0113161,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",2000-01-01,13680,Get Shorty
Susan Stark,fresh,0113161,Detroit News,,2000-01-01,13680,Get Shorty
,fresh,0113161,Entertainment Weekly,,1995-10-20,13680,Get Shorty
Todd McCarthy,none,0112722,Variety,,2008-09-02,14047,Copycat
,none,0112722,Time Out,,2006-02-09,14047,Copycat
Janet Maslin,none,0112722,New York Times,,2003-05-20,14047,Copycat
,none,0112722,Globe and Mail,,2002-04-12,14047,Copycat
Kenneth Turan,none,0112722,Los Angeles Times,,2001-02-13,14047,Copycat
Roger Ebert,fresh,0112722,Chicago Sun-Times,,2000-01-01,14047,Copycat
James Berardinelli,fresh,0112722,ReelViews,,2000-01-01,14047,Copycat
Mike Clark,rotten,0112722,USA Today,"Copycat, despite two tough-babe leads to kill for, flies in more directions than scattered kitty litter.",2000-01-01,14047,Copycat
